Order ID,State,City
M-10547,Rabat-Salé-Kénitra,Kénitra
M-10548,Marrakech-Safi,Marrakech
M-10549,Rabat-Salé-Kénitra,Kénitra
M-10550,Rabat-Salé-Kénitra,Kénitra
M-10551,Marrakech-Safi,Marrakech
M-10552,Casablanca-Settat,Mohammedia
M-10553,Casablanca-Settat,Mohammedia
M-10554,Rabat-Salé-Kénitra,Kénitra
M-10555,Marrakech-Safi,Marrakech
M-10556,Rabat-Salé-Kénitra,Kénitra
M-10557,Rabat-Salé-Kénitra,Kénitra
M-10558,Casablanca-Settat,Mohammedia
M-10559,Marrakech-Safi,Kénitra
M-10560,Casablanca-Settat,Mohammedia
M-10561,Marrakech-Safi,Kénitra
M-10562,Casablanca-Settat,Mohammedia
M-10563,Rabat-Salé-Kénitra,Kénitra
M-10564,Rabat-Salé-Kénitra,Kénitra
M-10565,Casablanca-Settat,Mohammedia
M-10566,Rabat-Salé-Kénitra,Kénitra
M-10567,Casablanca-Settat,Mohammedia
M-10568,Marrakech-Safi,Marrakech
M-10569,Rabat-Salé-Kénitra,Kénitra
M-10570,Rabat-Salé-Kénitra,Kénitra
M-10571,Marrakech-Safi,Kénitra
M-10572,Rabat-Salé-Kénitra,Kénitra
M-10573,Rabat-Salé-Kénitra,Kénitra
M-10574,Casablanca-Settat,Mohammedia
M-10575,Rabat-Salé-Kénitra,Kénitra
M-10576,Marrakech-Safi,Marrakech
M-10577,Marrakech-Safi,Marrakech
M-10578,Casablanca-Settat,Mohammedia
M-10579,Casablanca-Settat,Mohammedia
M-10580,Rabat-Salé-Kénitra,Kénitra
M-10581,Rabat-Salé-Kénitra,Kénitra
M-10582,Marrakech-Safi,Marrakech
M-10583,Marrakech-Safi,Kénitra
M-10584,Marrakech-Safi,Kénitra
M-10585,Marrakech-Safi,Kénitra
M-10586,Rabat-Salé-Kénitra,Kénitra
M-10587,Marrakech-Safi,Kénitra
M-10588,Marrakech-Safi,Marrakech
M-10589,Marrakech-Safi,Marrakech
M-10590,Marrakech-Safi,Kénitra
M-10591,Rabat-Salé-Kénitra,Kénitra
M-10592,Rabat-Salé-Kénitra,Kénitra
M-10593,Marrakech-Safi,Marrakech
M-10594,Marrakech-Safi,Kénitra
M-10595,Rabat-Salé-Kénitra,Kénitra
M-10596,Rabat-Salé-Kénitra,Kénitra
M-10597,Marrakech-Safi,Marrakech
M-10598,Rabat-Salé-Kénitra,Kénitra
M-10599,Casablanca-Settat,Mohammedia
M-10600,Marrakech-Safi,Marrakech
